Movie Name,Storyline,Rating
5646. Civil Christmas,"During the Civil War, a wounded Union soldier falls in love with a Southern woman while taking refuge in her cabin on Christmas Eve.",4.6
5647. Itch!,"As an outbreak makes people scratch themselves to death, strangers take refuge in a department store, where panic spreads faster than the infection.",5.2
5648. Alpacalypse,"After a bad science experiment, genetically engineered alpacas terrorize a small town this holiday season.",5.2
5649. 3310'dan Tüm Birimlere,N/A,5.9
5650. Tartinijev kljuc,"The action takes place in Piran, where three children meet. An SMS message was sent to the wrong number triggers a series of events in which children go through various adventures and puzzles related to Piran. The antagonists of the story are bandits who are looking for treasure, but they are overtaken by children who are more skilled in solving the keys that lead to the treasure. The children are the first to find the treasure, which is actually a collection of letters between the famous violinist Tartini and Stradivari, a violin maker who through correspondence provided him with support and advice on improving violins.",6.9
5651. Beyond Your Consciousness: The Beginning,"Amanda, a psychiatrist, believes her home is haunted by a murdered woman's spirit. She and her husband George search for the woman's missing daughter, unveiling shocking truths about Amanda's perceptions and the situation's complexity.",6.6
5652. Nefarious,"A fast moving, funny and ultimately tragic European road movie about two hedonistic outlaws and their quest to open up a coffeeshop in Amsterdam.",7.2
5653. Lucky Star,"When reformed gambler Lucky falls victim to a tax scam, he returns to playing poker to recover his losses while his family struggles to make ends meet.",7.1
5654. Stranded Pearl,"An island paradise, big business, complex characters, love and betrayal set the scene for this romantic adventure film. Story follows a woman who learns that life is not what it seems and a man who has closed himself off from the world.",6.0
5655. Royal Façade,"When Princess Avali flees her early coronation to a small town and meets Anderson, a famous celebrity look-alike, a viral video causes a comedic identity mix up, having everyone guessing ""who's who?""",8.1
5656. Deadly Culture: Final Mutation,"A seductive and lethal alien-human hybrid emerges in her ultimate form. As she hunts for prey, unsuspecting victims face a terrifying threat: their very life essence is at risk of being drained by this alluring yet dangerous creature.",2.8
5657. El Heredero,A family in serious debt trouble find themselves between an abusive creditor and a nephew with a large inheritance.,7.9
5658. My Partners,Three couples explore polyamory with guidance from mentors and experts. A filmmaker documents their intimate journey of desires and uncertainties over several years without judgment.,4.4
5659. Black Snow,"In a remote Russian mining town, black snow falls due to the extreme pollution. A Siberian eco-activist, dubbed the 'Erin Brockovich of Russia', fights for her community.",7.7
5660. The Defender,A vigilante comes face to face with her demons while tracking down criminals tied to her past.,3.9
5661. The Clock,"After Mike and Sara bring home a grandfather clock, strange and frightening things begin to happen. As the incidents become more sinister, they learn that their clock, may be much more than they bargained for.",3.3
5662. Nudus,"Laura awakens from a coma in a stark white room, where she is questioned about her social media activity. As she recalls her pregnancy, she must confront terrifying apparitions and fight to save her baby.",6.0
5663. Mrs. Robinson,"Explores the life and career of Mary Robinson, a pioneering constitutional lawyer, the first female President of Ireland, the UN's High Commissioner for Human Rights and the Chair of The Elders.",7.3
5664. La reina del convento,"Juanita decides to abandon her family and go to a convent where, together with a group of extravagant nuns, she must discover the mysterious murder of a priest.",3.0
5665. Mephisto,"Helena suffers the loss of her parents. Between mourning and abandonment, she receives through dreams, messages that will make her delve into herself, and at the same time, follow the strange trail of someone who will change her existence.",5.2
5666. De club van Sinterklaas film: Het grote sneeuwavontuur,"When the steamboat has to sail another route, St. Nicholas suddenly sees opportunities for an unfulfilled wish in Austria. But can the party in the Netherlands and Belgium continue if the horse disappears and The Club is stuck in the snow?",6.0
5667. Sunfall,"Trevor and his scientist colleague Nick discover that the sun has been pushed towards Earth, causing all sorts of fire-related disasters as the planet begins heating up rapidly.",2.5
5668. Zafari,"The arrival of a hippopotamus in a small zoo sets off an avalanche of conflict between neighbors of opposing social classes. In a dystopic world gone wild, Zafari the hippopotamus is the only one who still has enough to eat.",6.5
5669. Aaichya Gavat Marathit Bol,"An American-born Marathi, Samar, travels to India seeking a cultured bride. Excited but clueless, he navigates Indian culture and discovers love plus lessons on identity, acceptance, and roots.",7.0
5670. The Legend of the Vagabond Queen of Lagos,A young mother from a waterfront slum in Lagos stumbles upon a horde of corrupt blood money.,7.3
5671. Las Amazonas de Yaxunah,"A group of indigenous women in the Yucatán peninsula slowly rebel against cultural roles and norms through the creation of a softball team. Challenging traditional beginning with a handmade bat, barefoot dressed in Beautiful handmade Mayan dresses, these women slowly transform themselves as well as their community.",7.7
5672. Ma part de Gaulois,N/A,5.8
5673. Funérailles (Non ti voglio),"Miriam, a pianist of clear fame devoted to music, in order not to compromise her career, forcefully refuses motherhood despite the insistence of Andrea, her partner and a modest pianist.",6.6
5674. Telekinesis,"Fadli is a member of the NTSF who wants to take revenge on the ESLM (extra sensory liberation movement) which is believed to be the cause of his father's death 20 years ago. After the existence of the Helang in ESLM, the NTSF is increasingly threatened when the Helang try to destroy their organization. Fadli began to investigate and suspected the NTSF of having spies who leaked their information. Fadli begins to distrust anyone until he discovers the truth within his own organization. The situation becomes more complicated when there is a final battle between NTSF and ESLM which will reveal all the secrets and evil motives among them.",5.8
5675. Gin Ke Dus,"On India's 1991 election day, a killer hunts down ten meddlesome people threatening to untangle a web of deceitful secrets about twin sisters.",7.0
